Description:           Daily Index of EDGAR Dissemination Feed
Last Data Received:    Apr  1, 2020
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
CIK|Company Name|Form Type|Date Filed|File Name
1413403|Slavitt Evan M|4|20200401|edgar/data/1413403/0001127602-20-012332.txt
1413745|AIRNET TECHNOLOGY INC.|6-K|20200401|edgar/data/1413745/0001104659-20-041835.txt
1413898|A. H. Belo Corp|8-K/A|20200401|edgar/data/1413898/0001413898-20-000025.txt
1414448|Mabry William Lawson|3|20200401|edgar/data/1414448/0001414448-20-000002.txt
1414453|Wallace Michael E|3|20200401|edgar/data/1414453/0001414453-20-000002.txt
1414953|MOJO Organics, Inc.|8-K|20200401|edgar/data/1414953/0001607062-20-000085.txt
1415726|Innovator ETFs Trust|485BPOS|20200401|edgar/data/1415726/0001437749-20-006696.txt
1415726|Innovator ETFs Trust|485BPOS|20200401|edgar/data/1415726/0001437749-20-006696.txt
1415726|Innovator ETFs Trust|485BPOS|20200401|edgar/data/1415726/0001437749-20-006697.txt
1415726|Innovator ETFs Trust|485BPOS|20200401|edgar/data/1415726/0001437749-20-006697.txt
1415726|Innovator ETFs Trust|497J|20200401|edgar/data/1415726/0001437749-20-006770.txt
1415726|Innovator ETFs Trust|497J|20200401|edgar/data/1415726/0001437749-20-006771.txt
1415726|Innovator ETFs Trust|497K|20200401|edgar/data/1415726/0001437749-20-006712.txt
1415726|Innovator ETFs Trust|497K|20200401|edgar/data/1415726/0001437749-20-006713.txt
1415726|Innovator ETFs Trust|497K|20200401|edgar/data/1415726/0001437749-20-006714.txt
1415726|Innovator ETFs Trust|497K|20200401|edgar/data/1415726/0001437749-20-006715.txt
1415726|Innovator ETFs Trust|497K|20200401|edgar/data/1415726/0001437749-20-006716.txt
1415726|Innovator ETFs Trust|497|20200401|edgar/data/1415726/0001437749-20-006687.txt
1415726|Innovator ETFs Trust|497|20200401|edgar/data/1415726/0001437749-20-006709.txt
1415726|Innovator ETFs Trust|497|20200401|edgar/data/1415726/0001437749-20-006710.txt
1415726|Innovator ETFs Trust|497|20200401|edgar/data/1415726/0001437749-20-006711.txt
1415921|Navios Maritime Partners L.P.|20-F|20200401|edgar/data/1415921/0001193125-20-094726.txt
1415995|IndexIQ ETF Trust|497K|20200401|edgar/data/1415995/0001104659-20-041320.txt
1415995|IndexIQ ETF Trust|497K|20200401|edgar/data/1415995/0001104659-20-041321.txt
1416272|Oviedo Tony|4|20200401|edgar/data/1416272/0000010254-20-000050.txt
1417835|Cboe BZX Exchange, Inc.|25-NSE|20200401|edgar/data/1417835/0001417835-20-000027.txt
1417973|Sullivan Keith J|4|20200401|edgar/data/1417973/0001382963-20-000051.txt
1418076|Solar Capital Ltd.|8-K|20200401|edgar/data/1418076/0001193125-20-093640.txt
1418091|TWITTER, INC.|4|20200401|edgar/data/1418091/0000899243-20-009838.txt
1418121|Apple Hospitality REIT, Inc.|DEF 14A|20200401|edgar/data/1418121/0001185185-20-000414.txt
1418121|Apple Hospitality REIT, Inc.|DEFA14A|20200401|edgar/data/1418121/0001185185-20-000415.txt
1418202|Kim Soohyung|4|20200401|edgar/data/1418202/0001567619-20-007310.txt
1419242|ATLANTIC POWER CORP|4|20200401|edgar/data/1419242/0001179110-20-004343.txt
1419242|ATLANTIC POWER CORP|4|20200401|edgar/data/1419242/0001179110-20-004345.txt
1419242|ATLANTIC POWER CORP|4|20200401|edgar/data/1419242/0001179110-20-004347.txt
1419242|ATLANTIC POWER CORP|4|20200401|edgar/data/1419242/0001179110-20-004348.txt
1419600|Flexion Therapeutics Inc|8-K|20200401|edgar/data/1419600/0001564590-20-014651.txt
1419828|GS Finance Corp.|424B2|20200401|edgar/data/1419828/0001564590-20-014587.txt
1419828|GS Finance Corp.|424B2|20200401|edgar/data/1419828/0001564590-20-014624.txt
1419828|GS Finance Corp.|424B2|20200401|edgar/data/1419828/0001564590-20-014630.txt
1419828|GS Finance Corp.|424B2|20200401|edgar/data/1419828/0001564590-20-014631.txt
1419828|GS Finance Corp.|424B2|20200401|edgar/data/1419828/0001564590-20-014633.txt
1419828|GS Finance Corp.|424B2|20200401|edgar/data/1419828/0001564590-20-014672.txt
1419828|GS Finance Corp.|424B2|20200401|edgar/data/1419828/0001564590-20-014673.txt
1419828|GS Finance Corp.|424B2|20200401|edgar/data/1419828/0001564590-20-014681.txt
1419828|GS Finance Corp.|424B2|20200401|edgar/data/1419828/0001564590-20-014686.txt
1419828|GS Finance Corp.|424B2|20200401|edgar/data/1419828/0001564590-20-014689.txt
1419828|GS Finance Corp.|424B2|20200401|edgar/data/1419828/0001564590-20-014693.txt
1419828|GS Finance Corp.|424B2|20200401|edgar/data/1419828/0001564590-20-014695.txt
1419828|GS Finance Corp.|424B2|20200401|edgar/data/1419828/0001564590-20-014704.txt
1419828|GS Finance Corp.|424B2|20200401|edgar/data/1419828/0001564590-20-014709.txt
1419828|GS Finance Corp.|424B2|20200401|edgar/data/1419828/0001564590-20-014712.txt
1419828|GS Finance Corp.|424B2|20200401|edgar/data/1419828/0001564590-20-014713.txt
1419828|GS Finance Corp.|424B2|20200401|edgar/data/1419828/0001564590-20-014714.txt
1419828|GS Finance Corp.|424B2|20200401|edgar/data/1419828/0001564590-20-014719.txt
1419828|GS Finance Corp.|424B2|20200401|edgar/data/1419828/0001564590-20-014722.txt
1419828|GS Finance Corp.|424B2|20200401|edgar/data/1419828/0001564590-20-014733.txt
1419828|GS Finance Corp.|424B2|20200401|edgar/data/1419828/0001564590-20-014751.txt
1419828|GS Finance Corp.|424B2|20200401|edgar/data/1419828/0001564590-20-014755.txt
1419828|GS Finance Corp.|424B2|20200401|edgar/data/1419828/0001564590-20-014764.txt
1419895|Henry Michael|4|20200401|edgar/data/1419895/0001209191-20-022123.txt
1420520|Atomera Inc|DEF 14A|20200401|edgar/data/1420520/0001683168-20-001061.txt
1421636|C-Bond Systems, Inc|8-K|20200401|edgar/data/1421636/0001213900-20-008360.txt
1421636|C-Bond Systems, Inc|8-K|20200401|edgar/data/1421636/0001213900-20-008370.txt
1421744|Cytonics Corp|C-AR|20200401|edgar/data/1421744/0001421744-20-000003.txt
1422493|De Soto Matthew G|4|20200401|edgar/data/1422493/0001171843-20-002230.txt
1422841|AquaVenture Holdings Ltd|4|20200401|edgar/data/1422841/0001104659-20-041767.txt
1422841|AquaVenture Holdings Ltd|4|20200401|edgar/data/1422841/0001104659-20-041768.txt
1422841|AquaVenture Holdings Ltd|4|20200401|edgar/data/1422841/0001104659-20-041953.txt
1422841|AquaVenture Holdings Ltd|4|20200401|edgar/data/1422841/0001104659-20-041955.txt
1422841|AquaVenture Holdings Ltd|4|20200401|edgar/data/1422841/0001104659-20-041956.txt
1423586|RORINE INTERNATIONAL HOLDING Corp|5|20200401|edgar/data/1423586/0001213900-20-008395.txt
1423689|AGNC Investment Corp.|8-K|20200401|edgar/data/1423689/0001423689-20-000027.txt
1424208|LaPorte Fritz L|4|20200401|edgar/data/1424208/0001382963-20-000049.txt
1424212|First Trust Exchange-Traded Fund III|485APOS|20191018|edgar/data/1424212/0001445546-19-004334.txt
1424212|First Trust Exchange-Traded Fund III|485APOS|20191018|edgar/data/1424212/0001445546-19-004334.txt
1424212|First Trust Exchange-Traded Fund III|497K|20200401|edgar/data/1424212/0001445546-20-001733.txt
1424212|First Trust Exchange-Traded Fund III|497K|20200401|edgar/data/1424212/0001445546-20-001735.txt
1424212|First Trust Exchange-Traded Fund III|497K|20200401|edgar/data/1424212/0001445546-20-001737.txt
1424212|First Trust Exchange-Traded Fund III|497K|20200401|edgar/data/1424212/0001445546-20-001739.txt
1424212|First Trust Exchange-Traded Fund III|497|20200401|edgar/data/1424212/0001445546-20-001731.txt
1424212|First Trust Exchange-Traded Fund III|CORRESP|20200123|edgar/data/1424212/0001445546-20-000278.txt
1424598|El-Erian Mohamed|4|20200401|edgar/data/1424598/0001246360-20-000988.txt
1424958|Direxion Shares ETF Trust|497K|20200401|edgar/data/1424958/0001193125-20-092990.txt
1424958|Direxion Shares ETF Trust|497K|20200401|edgar/data/1424958/0001193125-20-092991.txt
1424958|Direxion Shares ETF Trust|497K|20200401|edgar/data/1424958/0001193125-20-092992.txt
1424958|Direxion Shares ETF Trust|497K|20200401|edgar/data/1424958/0001193125-20-092993.txt
1424958|Direxion Shares ETF Trust|497K|20200401|edgar/data/1424958/0001193125-20-092994.txt
1424958|Direxion Shares ETF Trust|497K|20200401|edgar/data/1424958/0001193125-20-092995.txt
1424958|Direxion Shares ETF Trust|497K|20200401|edgar/data/1424958/0001193125-20-092996.txt
1424958|Direxion Shares ETF Trust|497K|20200401|edgar/data/1424958/0001193125-20-092997.txt
1424958|Direxion Shares ETF Trust|497K|20200401|edgar/data/1424958/0001193125-20-092998.txt
1424958|Direxion Shares ETF Trust|497K|20200401|edgar/data/1424958/0001193125-20-092999.txt
1424958|Direxion Shares ETF Trust|497|20200401|edgar/data/1424958/0001193125-20-092983.txt
1425079|Schwieterman Dale Arthur|4|20200401|edgar/data/1425079/0001425079-20-000001.txt
1425450|ORTHOPEDIATRICS CORP|8-K|20200401|edgar/data/1425450/0001104659-20-041900.txt
1428849|Zaffino Peter|4|20200401|edgar/data/1428849/0001225208-20-005761.txt
1429021|Parent William M|3|20200401|edgar/data/1429021/0001209191-20-022014.txt
1429393|Trutankless, Inc.|NT 10-K|20200401|edgar/data/1429393/0001393905-20-000096.txt
1429560|TREVENA INC|PRE 14A|20200401|edgar/data/1429560/0001104659-20-041830.txt
1432602|You Harry L.|4|20200401|edgar/data/1432602/0001730168-20-000079.txt
1433640|KAVANAUGH JAMES J|4|20200401|edgar/data/1433640/0001562180-20-002808.txt
1434234|GLOBEX TRANSFER, LLC|TA-2/A|20200401|edgar/data/1434234/0001434234-20-000002.txt
1434265|GENMAB A/S|6-K|20200401|edgar/data/1434265/0001558370-20-003507.txt
1434265|GENMAB A/S|6-K|20200401|edgar/data/1434265/0001558370-20-003527.txt
1434493|Karmin Kenneth M|4|20200401|edgar/data/1434493/0001246360-20-000997.txt
1434647|KEMPHARM, INC|S-3/A|20200401|edgar/data/1434647/0001193125-20-093044.txt
1434728|Global Water Resources, Inc.|4|20200401|edgar/data/1434728/0001434728-20-000090.txt
1434728|Global Water Resources, Inc.|4|20200401|edgar/data/1434728/0001434728-20-000092.txt
1434728|Global Water Resources, Inc.|4|20200401|edgar/data/1434728/0001434728-20-000094.txt
1434728|Global Water Resources, Inc.|4|20200401|edgar/data/1434728/0001434728-20-000096.txt
1434728|Global Water Resources, Inc.|4|20200401|edgar/data/1434728/0001434728-20-000098.txt
1434728|Global Water Resources, Inc.|4|20200401|edgar/data/1434728/0001434728-20-000100.txt
1434728|Global Water Resources, Inc.|4|20200401|edgar/data/1434728/0001434728-20-000102.txt
1434728|Global Water Resources, Inc.|4|20200401|edgar/data/1434728/0001434728-20-000104.txt
1434728|Global Water Resources, Inc.|4|20200401|edgar/data/1434728/0001434728-20-000106.txt
1434728|Global Water Resources, Inc.|4|20200401|edgar/data/1434728/0001434728-20-000108.txt
1434811|EICHER CAROL S|3|20200401|edgar/data/1434811/0001790982-20-000047.txt
1435064|CEMTREX INC|8-K|20200401|edgar/data/1435064/0001493152-20-005636.txt
1435183|Kong Garheng|4|20200401|edgar/data/1435183/0001382963-20-000069.txt
1435350|ELEMENT PARTNERS II LP|4|20200401|edgar/data/1435350/0001104659-20-041767.txt
1435350|ELEMENT PARTNERS II LP|4|20200401|edgar/data/1435350/0001104659-20-041768.txt
1435387|Discovery Energy Corp.|D|20200401|edgar/data/1435387/0001493152-20-005586.txt
1436126|Mistras Group, Inc.|4|20200401|edgar/data/1436126/0001127602-20-012442.txt
1436126|Mistras Group, Inc.|4|20200401|edgar/data/1436126/0001127602-20-012454.txt
1436126|Mistras Group, Inc.|4|20200401|edgar/data/1436126/0001127602-20-012489.txt
1436208|Legacy Housing Corp|S-8|20200331|edgar/data/1436208/0001558370-20-003462.txt
1436419|Rowling Robert B.|4|20200401|edgar/data/1436419/0001104659-20-042020.txt
1437578|BRIGHT HORIZONS FAMILY SOLUTIONS INC.|8-K|20200401|edgar/data/1437578/0001193125-20-093293.txt
1437921|IVA Fiduciary Trust|497|20200401|edgar/data/1437921/0000949377-20-000052.txt
1438256|Preete Kerry J|4|20200401|edgar/data/1438256/0001127602-20-012475.txt
1438852|MCGARRY MICHAEL H|4|20200401|edgar/data/1438852/0001209191-20-022175.txt
1439124|BRAZILIAN ELECTRIC POWER CO|6-K|20200401|edgar/data/1439124/0001292814-20-001091.txt
1439124|BRAZILIAN ELECTRIC POWER CO|6-K|20200401|edgar/data/1439124/0001292814-20-001107.txt
1439140|Stafeil Jeffrey|3|20200401|edgar/data/1439140/0001790982-20-000048.txt
1439297|INTERNATIONAL GROWTH & INCOME FUND|497|20200401|edgar/data/1439297/0000051931-20-000249.txt
1439918|Click Betty J.|4|20200401|edgar/data/1439918/0001127602-20-012470.txt
1439922|Mies Richard Willard|4|20200401|edgar/data/1439922/0001109357-20-000077.txt
1440024|Roadrunner Transportation Systems, Inc.|8-K|20200401|edgar/data/1440024/0001440024-20-000013.txt
1440053|McManus John|4|20200401|edgar/data/1440053/0001127602-20-012484.txt
1440660|Wood Larry L|4|20200401|edgar/data/1440660/0001225208-20-005798.txt
1441090|SCHMELING JUDY|3|20200401|edgar/data/1441090/0000899243-20-009808.txt
1441252|Pratt Brian|SC 13D|20200401|edgar/data/1441252/0001193125-20-093175.txt
1441574|O'Leary Richard|4|20200401|edgar/data/1441574/0001225208-20-005792.txt
1441661|Whitley Richard James|4|20200401|edgar/data/1441661/0001127602-20-012372.txt
1441693|MARRONE BIO INNOVATIONS INC|4|20200401|edgar/data/1441693/0001209191-20-022257.txt
1441693|MARRONE BIO INNOVATIONS INC|4|20200401|edgar/data/1441693/0001209191-20-022258.txt
1441693|MARRONE BIO INNOVATIONS INC|4|20200401|edgar/data/1441693/0001209191-20-022259.txt
1441693|MARRONE BIO INNOVATIONS INC|4|20200401|edgar/data/1441693/0001209191-20-022260.txt
1441693|MARRONE BIO INNOVATIONS INC|4|20200401|edgar/data/1441693/0001209191-20-022261.txt
1441693|MARRONE BIO INNOVATIONS INC|4|20200401|edgar/data/1441693/0001209191-20-022263.txt
1442236|Quest Resource Holding Corp|4|20200401|edgar/data/1442236/0000921895-20-000969.txt
1442626|Bluerock Residential Growth REIT, Inc.|4/A|20200401|edgar/data/1442626/0001104659-20-041913.txt
1442626|Bluerock Residential Growth REIT, Inc.|4/A|20200401|edgar/data/1442626/0001104659-20-041915.txt
1442909|ELEMENT PARTNERS II INTRAFUND LP|4|20200401|edgar/data/1442909/0001104659-20-041767.txt
1444192|Acasti Pharma Inc.|3|20200401|edgar/data/1444192/0001171843-20-002257.txt
1444192|Acasti Pharma Inc.|3|20200401|edgar/data/1444192/0001171843-20-002258.txt
1444192|Acasti Pharma Inc.|3|20200401|edgar/data/1444192/0001171843-20-002259.txt
1444192|Acasti Pharma Inc.|3|20200401|edgar/data/1444192/0001171843-20-002260.txt
1444192|Acasti Pharma Inc.|3|20200401|edgar/data/1444192/0001171843-20-002261.txt
1444192|Acasti Pharma Inc.|3|20200401|edgar/data/1444192/0001171843-20-002262.txt
1444192|Acasti Pharma Inc.|3|20200401|edgar/data/1444192/0001171843-20-002263.txt
1444192|Acasti Pharma Inc.|8-K|20200401|edgar/data/1444192/0001171843-20-002270.txt
1444380|NEVRO CORP|424B5|20200401|edgar/data/1444380/0001193125-20-094806.txt
1444380|NEVRO CORP|424B5|20200401|edgar/data/1444380/0001193125-20-094807.txt
1444380|NEVRO CORP|8-K|20200401|edgar/data/1444380/0001193125-20-094655.txt
1444406|ECOPETROL S.A.|20-F|20200401|edgar/data/1444406/0001104659-20-041416.txt
1444406|ECOPETROL S.A.|6-K|20200401|edgar/data/1444406/0001292814-20-001115.txt
1444640|Chapman Joyce Ann|4|20200401|edgar/data/1444640/0001039828-20-000037.txt
1445438|Manko Douglas John|4|20200401|edgar/data/1445438/0001639691-20-000035.txt
1445916|Delaware Management Co|40-APP|20200401|edgar/data/1445916/0001398344-20-007290.txt
1446159|Predictive Oncology Inc.|10-K|20200401|edgar/data/1446159/0001171843-20-002217.txt
1446159|Predictive Oncology Inc.|8-K|20200401|edgar/data/1446159/0001171843-20-002219.txt
1446159|Predictive Oncology Inc.|SC 13D/A|20200401|edgar/data/1446159/0001213900-20-008378.txt
1446601|Dainippon Sumitomo Pharma Co Ltd|4|20200401|edgar/data/1446601/0000899243-20-009776.txt
1446721|Snee James P|4|20200401|edgar/data/1446721/0001179110-20-004316.txt
1447362|CASTLE BIOSCIENCES INC|8-K|20200401|edgar/data/1447362/0001447362-20-000033.txt
1447385|Kim Andrew Wonki|4|20200401|edgar/data/1447385/0001209191-20-022284.txt
1448397|Seanergy Maritime Holdings Corp.|EFFECT|20200331|edgar/data/1448397/9999999995-20-000655.txt
1448431|OptimizeRx Corp|4|20200401|edgar/data/1448431/0001213900-20-008316.txt
1448795|FRIEDBERG DANIEL M.|4|20200401|edgar/data/1448795/0000921895-20-000969.txt
1448968|Shellum Gysle R.|4|20200401|edgar/data/1448968/0001346980-20-000039.txt
1449688|Steele Jeremy T.|4|20200401|edgar/data/1449688/0001104659-20-041569.txt
1449792|PIONEER POWER SOLUTIONS, INC.|8-K|20200401|edgar/data/1449792/0001387131-20-003578.txt
1450863|Smith Douglas Edward|4|20200401|edgar/data/1450863/0001127602-20-012340.txt
1452208|CACTI ASSET MANAGEMENT LLC|13F-HR|20200401|edgar/data/1452208/0001104659-20-041641.txt
1452936|Pacific Oak Strategic Opportunity REIT, Inc.|8-K|20200401|edgar/data/1452936/0001452936-20-000043.txt
1453104|Willis Austin Chandler|4|20200401|edgar/data/1453104/0001453104-20-000002.txt
1453149|Gorsky Alex|4|20200401|edgar/data/1453149/0001562180-20-002811.txt
1453475|Craig Ryan|4|20200401|edgar/data/1453475/0001567619-20-007328.txt
1453872|Clark Andrew S.|4|20200401|edgar/data/1453872/0001567619-20-007314.txt
1454849|HealthCor Hybrid Offshore GP, LLC|4|20200401|edgar/data/1454849/0000908662-20-000067.txt
1454850|HealthCor Hybrid Offshore Master Fund, L.P.|4|20200401|edgar/data/1454850/0000908662-20-000067.txt
1454975|American Funds U.S. Government Money Market Fund|497|20200401|edgar/data/1454975/0000051931-20-000249.txt
1455353|West Coast Stock Transfer Inc.|TA-1/A|20200324|edgar/data/1455353/0001520138-20-000115.txt
1455482|Semel John|4|20200401|edgar/data/1455482/0001567619-20-007316.txt
1456417|International Value Advisers, LLC|4|20200401|edgar/data/1456417/0001456417-20-000006.txt
1456775|Lunenburg Harry Mark|4|20200401|edgar/data/1456775/0001246360-20-000996.txt
1456823|Montagner Marc|4|20200401|edgar/data/1456823/0001567619-20-007265.txt
1457168|Cowart Benjamin P|4|20200401|edgar/data/1457168/0001580695-20-000148.txt
1457558|U. S. Real Estate Income & Growth GMBH & Co. Geschlossene Investment-KG|D/A|20200401|edgar/data/1457558/0001567619-20-007271.txt
1457633|Carlson Chris|4|20200401|edgar/data/1457633/0001580695-20-000150.txt
1458116|Altschuler Steven|4|20200401|edgar/data/1458116/0001209191-20-022095.txt
1458891|Noble Corp plc|3|20200401|edgar/data/1458891/0001209191-20-022246.txt
1458891|Noble Corp plc|4|20200401|edgar/data/1458891/0001209191-20-022251.txt
1459994|Principal Real Estate Strategic Debt Fund I LP|40-APP/A|20200401|edgar/data/1459994/0001756404-20-000032.txt
1460411|EQUINOR ENERGY AS|424B2|20200401|edgar/data/1460411/0001193125-20-093684.txt
1460612|GAMCO Asset Management Inc.|PRRN14A|20200401|edgar/data/1460612/0000921895-20-000964.txt
1462047|PRIME GLOBAL CAPITAL GROUP Inc|10-K/A|20200401|edgar/data/1462047/0001683168-20-001060.txt
1462418|Altisource Portfolio Solutions S.A.|4|20200401|edgar/data/1462418/0000905148-20-000466.txt
1463181|WAYSON KONRAD|4|20200401|edgar/data/1463181/0001567619-20-007297.txt
1463254|LAMON JOHN|4|20200401|edgar/data/1463254/0001567619-20-007295.txt
1463258|Renewable Energy Group, Inc.|4/A|20200401|edgar/data/1463258/0001628280-20-004480.txt
1463258|Renewable Energy Group, Inc.|4/A|20200401|edgar/data/1463258/0001628280-20-004481.txt
1463258|Renewable Energy Group, Inc.|4/A|20200401|edgar/data/1463258/0001628280-20-004482.txt
1463258|Renewable Energy Group, Inc.|4/A|20200401|edgar/data/1463258/0001628280-20-004483.txt
1463258|Renewable Energy Group, Inc.|4/A|20200401|edgar/data/1463258/0001628280-20-004484.txt
1463258|Renewable Energy Group, Inc.|4/A|20200401|edgar/data/1463258/0001628280-20-004485.txt
1463361|Unity Biotechnology, Inc.|3|20200401|edgar/data/1463361/0000899243-20-009844.txt
1463361|Unity Biotechnology, Inc.|4|20200401|edgar/data/1463361/0000899243-20-009846.txt
1463361|Unity Biotechnology, Inc.|4|20200401|edgar/data/1463361/0000899243-20-009848.txt
1463361|Unity Biotechnology, Inc.|4|20200401|edgar/data/1463361/0000899243-20-009850.txt
1463361|Unity Biotechnology, Inc.|4|20200401|edgar/data/1463361/0000899243-20-009854.txt
1463361|Unity Biotechnology, Inc.|4|20200401|edgar/data/1463361/0000899243-20-009855.txt
1463361|Unity Biotechnology, Inc.|4|20200401|edgar/data/1463361/0000899243-20-009866.txt
1463405|DeSimone John|4|20200401|edgar/data/1463405/0001209191-20-022094.txt
1463488|Spruill Yancey L.|4|20200401|edgar/data/1463488/0001179110-20-004302.txt
1464591|GeoPark Ltd|20-F|20200401|edgar/data/1464591/0001558370-20-003471.txt
1464963|THL Credit, Inc.|PRE 14A|20200401|edgar/data/1464963/0001193125-20-094794.txt
1467557|Rhoades Alan|4|20200401|edgar/data/1467557/0000945764-20-000026.txt
1467617|Sullivan Jim|4|20200401|edgar/data/1467617/0001179110-20-004385.txt
1467831|ETF Managers Trust|NPORT-P/A|20200401|edgar/data/1467831/0001145549-20-019515.txt
1467831|ETF Managers Trust|NPORT-P/A|20200401|edgar/data/1467831/0001145549-20-019518.txt
1467831|ETF Managers Trust|NPORT-P/A|20200401|edgar/data/1467831/0001145549-20-019520.txt
1467831|ETF Managers Trust|NPORT-P/A|20200401|edgar/data/1467831/0001145549-20-019522.txt
1467831|ETF Managers Trust|NPORT-P/A|20200401|edgar/data/1467831/0001145549-20-019524.txt
1468666|SecureWorks Corp|S-8|20200401|edgar/data/1468666/0001468666-20-000024.txt
1468818|Lofton Kevin E|4|20200401|edgar/data/1468818/0001127602-20-012368.txt
1469317|Altegris QIM Futures Fund, L.P.|10-K/A|20200401|edgar/data/1469317/0001683168-20-001046.txt
1469335|Warlick Anderson Davis|4|20200401|edgar/data/1469335/0001000623-20-000063.txt
1469367|Sunrun Inc.|4|20200401|edgar/data/1469367/0001469367-20-000083.txt
1469367|Sunrun Inc.|4|20200401|edgar/data/1469367/0001469367-20-000084.txt
1469367|Sunrun Inc.|4|20200401|edgar/data/1469367/0001469367-20-000085.txt
1469367|Sunrun Inc.|4|20200401|edgar/data/1469367/0001469367-20-000086.txt
1469367|Sunrun Inc.|4|20200401|edgar/data/1469367/0001469367-20-000087.txt
1469367|Sunrun Inc.|4|20200401|edgar/data/1469367/0001469367-20-000088.txt
1469395|Pampa Energy Inc.|6-K|20200401|edgar/data/1469395/0001292814-20-001095.txt
1469469|Bettinger Douglas R|4|20200401|edgar/data/1469469/0000707549-20-000070.txt
1471420|Columbia Seligman Premium Technology Growth Fund, Inc.|3|20200401|edgar/data/1471420/0001567619-20-007276.txt
1471498|Baker Robert Nathan|4|20200401|edgar/data/1471498/0001471498-20-000003.txt
1471619|Huber Marie Oh|4|20200401|edgar/data/1471619/0001214659-20-003068.txt
1472033|Citibank,N.A./ADR|F-6 POS|20200401|edgar/data/1472033/0001193805-20-000434.txt
1472167|Spruce House Capital LLC|4|20200401|edgar/data/1472167/0001493152-20-005634.txt
1472595|R1 RCM INC.|8-K|20200401|edgar/data/1472595/0001628280-20-004469.txt
1472787|First American Financial Corp|4|20200401|edgar/data/1472787/0001127602-20-012452.txt
1473289|SEIFERT THOMAS J|4|20200401|edgar/data/1473289/0000899243-20-009886.txt
1473727|Vahaviolos Sotirios J.|4|20200401|edgar/data/1473727/0001127602-20-012489.txt
1473735|Stamatakis Manuel N.|4|20200401|edgar/data/1473735/0001127602-20-012454.txt
1473930|Foley Todd|4|20200401|edgar/data/1473930/0001209191-20-022104.txt
1474103|Legg Mason Global Asset Management Trust|497K|20200401|edgar/data/1474103/0001193125-20-094390.txt
1474103|Legg Mason Global Asset Management Trust|497K|20200401|edgar/data/1474103/0001193125-20-094403.txt
1474103|Legg Mason Global Asset Management Trust|497K|20200401|edgar/data/1474103/0001193125-20-094405.txt
1474103|Legg Mason Global Asset Management Trust|497K|20200401|edgar/data/1474103/0001193125-20-094411.txt
1474103|Legg Mason Global Asset Management Trust|497K|20200401|edgar/data/1474103/0001193125-20-094412.txt
1474103|Legg Mason Global Asset Management Trust|497K|20200401|edgar/data/1474103/0001193125-20-094416.txt
1474103|Legg Mason Global Asset Management Trust|497K|20200401|edgar/data/1474103/0001193125-20-094426.txt
1474103|Legg Mason Global Asset Management Trust|497K|20200401|edgar/data/1474103/0001193125-20-094427.txt
1474103|Legg Mason Global Asset Management Trust|497K|20200401|edgar/data/1474103/0001193125-20-094437.txt
1474103|Legg Mason Global Asset Management Trust|497K|20200401|edgar/data/1474103/0001193125-20-094440.txt
1474103|Legg Mason Global Asset Management Trust|497K|20200401|edgar/data/1474103/0001193125-20-094452.txt
1474103|Legg Mason Global Asset Management Trust|497K|20200401|edgar/data/1474103/0001193125-20-094453.txt
1474103|Legg Mason Global Asset Management Trust|497K|20200401|edgar/data/1474103/0001193125-20-094462.txt
1474103|Legg Mason Global Asset Management Trust|497K|20200401|edgar/data/1474103/0001193125-20-094469.txt
1474103|Legg Mason Global Asset Management Trust|497K|20200401|edgar/data/1474103/0001193125-20-094476.txt
1474103|Legg Mason Global Asset Management Trust|497K|20200401|edgar/data/1474103/0001193125-20-094479.txt
1474103|Legg Mason Global Asset Management Trust|497K|20200401|edgar/data/1474103/0001193125-20-094480.txt
1474103|Legg Mason Global Asset Management Trust|497K|20200401|edgar/data/1474103/0001193125-20-094484.txt
1474103|Legg Mason Global Asset Management Trust|497K|20200401|edgar/data/1474103/0001193125-20-094488.txt
1474103|Legg Mason Global Asset Management Trust|497|20200401|edgar/data/1474103/0001193125-20-094338.txt
1475698|Hugar James H|3|20200401|edgar/data/1475698/0000899243-20-009767.txt
1475922|Primerica, Inc.|DEF 14A|20200401|edgar/data/1475922/0001193125-20-093560.txt
1475922|Primerica, Inc.|DEFA14A|20200401|edgar/data/1475922/0001193125-20-093614.txt
1476765|GOLUB CAPITAL BDC, Inc.|497AD|20200401|edgar/data/1476765/0001104659-20-041916.txt
1476765|GOLUB CAPITAL BDC, Inc.|497AD|20200401|edgar/data/1476765/0001104659-20-041918.txt
1476765|GOLUB CAPITAL BDC, Inc.|497|20200401|edgar/data/1476765/0001104659-20-041908.txt
1477333|Cloudflare, Inc.|4|20200401|edgar/data/1477333/0000899243-20-009886.txt
1477562|Stone Chad|4/A|20200401|edgar/data/1477562/0001628280-20-004481.txt
1477597|Papp Investment Trust|497J|20200401|edgar/data/1477597/0001398344-20-007295.txt
1477597|Papp Investment Trust|497K|20200401|edgar/data/1477597/0001398344-20-007299.txt
1477818|Anheuser-Busch InBev Worldwide Inc.|424B5|20200401|edgar/data/1477818/0001193125-20-093638.txt
1477821|BrandBrew S.A.|424B5|20200401|edgar/data/1477821/0001193125-20-093638.txt
1477822|Cobrew SA/NV|424B5|20200401|edgar/data/1477822/0001193125-20-093638.txt
